	date	title	link
574	2015-12-03	В России отмечают День неизвестного солдата	file:///news/2015-12-03/6190-v_rossii_otmechayut_den_neizvestnogo_soldata
575	2015-12-03	В Липецке простились с командиром сбитого в Сирии бомбардировщика Су-24 Олегом Пешковым	file:///news/2015-12-02/6238-v_lipetske_prostilis_s_komandirom_sbitogo_v_sirii_bombardirovschika_su_24_olegom_peshkovym
576	2015-12-02	Российские туристы, пострадавшие накануне в ДТП с автобусом во Вьетнаме, ожидают вылета на Родину	file:///news/2015-12-02/6257-rossiyskie_turisty_postradavshie_nakanune_v_dtp_s_avtobusom_vo_vietname_ozhidayut_vyleta_na_rodinu
577	2015-12-02	Во Вьетнаме в ДТП попал автобус с российскими туристами	file:///news/2015-12-02/6271-vo_vietname_v_dtp_popal_avtobus_s_rossiyskimi_turistami
578	2015-12-02	Семь граждан России остаются под наблюдением врачей после ДТП во Вьетнаме	file:///news/2015-12-01/6289-sem_grazhdan_rossii_ostayutsya_pod_nablyudeniem_vrachey_posle_dtp_vo_vietname
579	2015-12-01	В Москву доставлено тело героя России Олега Пешкова	file:///news/2015-11-30/6386-v_moskvu_dostavleno_telo_geroya_rossii_olega_peshkova
580	2015-11-30	Дочери белого генерала баронессе Ирэн де Дрейер указом президента предоставлено гражданство РФ	file:///news/2015-11-30/6403-docheri_belogo_generala_baronesse_iren_de_dreyer_ukazom_prezidenta_predostavleno_grazhdanstvo_rf
581	2015-11-30	В Турции арестованы журналисты, писавшие о связях Анкары с ИГИЛ	file:///news/2015-11-27/6543-v_turtsii_arestovany_zhurnalisty_pisavshie_o_svyazyah_ankary_s_igil
582	2015-11-27	Российские журналисты, попавшие под обстрел в Сирии, возвращаются на родину	file:///news/2015-11-26/6657-rossiyskie_zhurnalisty_popavshie_pod_obstrel_v_sirii_vozvraschayutsya_na_rodinu
583	2015-11-26	Российским туристам советуют воздержаться от поездок в Турцию	file:///news/2015-11-24/6737-rossiyskim_turistam_sovetuyut_vozderzhatsya_ot_poezdok_v_turtsiyu
584	2015-11-24	Туроператоры завершили вывоз россиян из Египта	file:///news/2015-11-20/6962-turoperatory_zavershili_vyvoz_rossiyan_iz_egipta
585	2015-11-20	В Казани поселился прямой потомок Александра Пушкина	file:///news/2015-11-13/7443-v_kazani_poselilsya_pryamoy_potomok_aleksandra_pushkina
586	2015-11-13	Лидеры стран Евросоюза подписали соглашение о создании фонда для выхода из миграционного кризиса	file:///news/2015-11-12/7519-lidery_stran_evrosoyuza_podpisali_soglashenie_o_sozdanii_fonda_dlya_vyhoda_iz_migratsionnogo_krizisa
587	2015-11-12	Около 25% российских туристов поменяли уже оплаченные туры в Египет на другие направления	file:///news/2015-11-11/7591-okolo_25_rossiyskih_turistov_pomenyali_uzhe_oplachennye_tury_v_egipet_na_drugie_napravleniya
588	2015-11-11	Больше половины россиян, отдыхавших в Египте, вернулись на Родину	file:///news/2015-11-11/7605-bolshe_poloviny_rossiyan_otdyhavshih_v_egipte_vernulis_na_rodinu
589	2015-11-11	Россия эвакуирует своих граждан с египетских курортов и прекращает авиасообщение с Египтом	file:///news/2015-11-08/7809-rossiya_evakuiruet_svoih_grazhdan_s_egipetskih_kurortov_i_prekraschaet_aviasoobschenie_s_egiptom
590	2015-11-08	К вывозу багажа российских туристов из Египта привлекут военную авиацию	file:///news/2015-11-08/7822-k_vyvozu_bagazha_rossiyskih_turistov_iz_egipta_privlekut_voennuyu_aviatsiyu
591	2015-11-08	Российские туристы возвращаются из Египта	file:///news/2015-11-07/7841-rossiyskie_turisty_vozvraschayutsya_iz_egipta
592	2015-11-07	В связи с приостановкой полётов в Египет создан оперативный штаб, работает горячая линия	file:///news/2015-11-07/7860-v_svyazi_s_priostanovkoy_polyotov_v_egipet_sozdan_operativnyy_shtab_rabotaet_goryachaya_liniya
593	2015-11-07	Минувшей ночью в Москве приземлился очередной спец-борт МЧС из Йемена	file:///news/2015-11-07/7863-minuvshey_nochyu_v_moskve_prizemlilsya_ocherednoy_spets_bort_mchs_iz_yemena
594	2015-11-07	Сформирован штаб по урегулированию вопросов, связанных с приостановкой авиасообщения с Египтом	file:///news/2015-11-06/7887-sformirovan_shtab_po_uregulirovaniyu_voprosov_svyazannyh_s_priostanovkoy_aviasoobscheniya_s_egiptom
595	2015-11-06	В Москве официально представили журнал «Историк»	file:///news/2015-11-06/7918-v_moskve_ofitsialno_predstavili_zhurnal_istorik
596	2015-11-06	Всемирный конгресс соотечественников собрал в Москве участников с разных континентов	file:///news/2015-11-05/7978-vsemirnyy_kongress_sootechestvennikov_sobral_v_moskve_uchastnikov_s_raznyh_kontinentov
597	2015-11-05	В Ростове-на-Дону вынесен приговор бывшему бойцу ИГИЛ	file:///news/2015-11-02/8154-v_rostove_na_donu_vynesen_prigovor_byvshemu_boytsu_igil
598	2015-11-02	Для транспортировки тел погибших из России в Египет прибыл специальный борт	file:///news/2015-11-01/8215-dlya_transportirovki_tel_pogibshih_iz_rossii_v_egipet_pribyl_spetsialnyy_bort
599	2015-11-01	Экипаж российского судна «Механик Чеботарёв», задержанного в Ливии, сможет вернуться на родину	file:///news/2015-10-13/9411-ekipazh_rossiyskogo_sudna_mehanik_chebotaryov_zaderzhannogo_v_livii_smozhet_vernutsya_na_rodinu
600	2015-10-13	О секретных планах Евросоюза по депортации нелегальных мигрантов рассказали СМИ	file:///news/2015-10-07/9777-o_sekretnyh_planah_evrosoyuza_po_deportatsii_nelegalnyh_migrantov_rasskazali_smi
601	2015-10-07	Высшая награда по физике за 2015 год присуждена двум учёным из Канады и Японии	file:///news/2015-10-06/9847-vysshaya_nagrada_po_fizike_za_2015_god_prisuzhdena_dvum_uchyonym_iz_kanady_i_yaponii
602	2015-10-06	В Ивановском интердоме нашли спасение тысячи детей из разных стран	file:///news/2015-10-06/9886-v_ivanovskom_interdome_nashli_spasenie_tysyachi_detey_iz_raznyh_stran
603	2015-10-06	В день рождения Сергея Есенина стихи поэта читали на улицах Москвы	file:///news/2015-10-03/10006-v_den_rozhdeniya_sergeya_esenina_stihi_poeta_chitali_na_ulitsah_moskvy
604	2015-10-03	Германия хочет заменить финансовую помощь беженцам социальной	file:///news/2015-09-30/10214-germaniya_hochet_zamenit_finansovuyu_pomosch_bezhentsam_sotsialnoy
605	2015-09-30	Финансовую помощь беженцам Германия заменяет социальной	file:///news/2015-09-30/10226-finansovuyu_pomosch_bezhentsam_germaniya_zamenyaet_sotsialnoy
606	2015-09-30	Русские живут в Киргизии уже больше 100 лет, для большинства из них эта страна — единственная родина	file:///news/2015-09-29/10255-russkie_zhivut_v_kirgizii_uzhe_bolshe_100_let_dlya_bolshinstva_iz_nih_eta_strana_edinstvennaya_rodina
607	2015-09-29	Сегодня в КХЛ — большой игровой день	file:///news/2015-09-23/10620-segodnya_v_khl_bolshoy_igrovoy_den
608	2015-09-23	СМИ: в Рамитском ущелье Таджикистана ликвидирован мятежный генерал Абдухалим Назарзода	file:///news/2015-09-11/11332-smi_v_ramitskom_uschelie_tadzhikistana_likvidirovan_myatezhnyy_general_abduhalim_nazarzoda
609	2015-09-11	Спецборт МЧС доставил на лечение в Москву 12 тяжелобольных детей из Донбасса	file:///news/2015-09-03/11898-spetsbort_mchs_dostavil_na_lechenie_v_moskvu_12_tyazhelobolnyh_detey_iz_donbassa
610	2015-09-03	Дмитрий Медведев побывал на родине Сергея Есенина	file:///news/2015-09-01/11989-dmitriy_medvedev_pobyval_na_rodine_sergeya_esenina
611	2015-09-01	Почётных гостей принимали сегодня во многих российских школах	file:///news/2015-09-01/12004-pochyotnyh_gostey_prinimali_segodnya_vo_mnogih_rossiyskih_shkolah
